,en,ar
2071,"nothing prevents us from sending miraculous signs, except that the ancients called them lies. we gave thamood the she-camel, a visible sign, but they mistreated her. we do not send the signs except to instill reverence.",وَما مَنَعَنا أَن نُرسِلَ بِالآياتِ إِلّا أَن كَذَّبَ بِهَا الأَوَّلونَ وَآتَينا ثَمودَ النّاقَةَ مُبصِرَةً فَظَلَموا بِها وَما نُرسِلُ بِالآياتِ إِلّا تَخويفًا
2072,"we said to you that your lord encompasses humanity. we did not make the vision we showed you, except as a test for the people, and the tree cursed in the quran. we frighten them, but that only increases their defiance.",وَإِذ قُلنا لَكَ إِنَّ رَبَّكَ أَحاطَ بِالنّاسِ وَما جَعَلنَا الرُّؤيَا الَّتي أَرَيناكَ إِلّا فِتنَةً لِلنّاسِ وَالشَّجَرَةَ المَلعونَةَ فِي القُرآنِ وَنُخَوِّفُهُم فَما يَزيدُهُم إِلّا طُغيانًا كَبيرًا
2073,"when we said to the angels, “bow down before adam,” they bowed down, except for satan. he said, “shall i bow down before someone you created from mud?”",وَإِذ قُلنا لِلمَلائِكَةِ اسجُدوا لِآدَمَ فَسَجَدوا إِلّا إِبليسَ قالَ أَأَسجُدُ لِمَن خَلَقتَ طينًا
2074,"he said, “do you see this one whom you have honored more than me? if you reprieve me until the day of resurrection, i will bring his descendants under my sway, except for a few.”",قالَ أَرَأَيتَكَ هٰذَا الَّذي كَرَّمتَ عَلَيَّ لَئِن أَخَّرتَنِ إِلىٰ يَومِ القِيامَةِ لَأَحتَنِكَنَّ ذُرِّيَّتَهُ إِلّا قَليلًا
2075,"he said, “begone! whoever of them follows you—hell is your reward, an ample reward.”",قالَ اذهَب فَمَن تَبِعَكَ مِنهُم فَإِنَّ جَهَنَّمَ جَزاؤُكُم جَزاءً مَوفورًا
2076,"“and entice whomever of them you can with your voice, and rally against them your cavalry and your infantry, and share with them in wealth and children, and make promises to them.” but satan promises them nothing but delusion.",وَاستَفزِز مَنِ استَطَعتَ مِنهُم بِصَوتِكَ وَأَجلِب عَلَيهِم بِخَيلِكَ وَرَجِلِكَ وَشارِكهُم فِي الأَموالِ وَالأَولادِ وَعِدهُم وَما يَعِدُهُمُ الشَّيطانُ إِلّا غُرورًا
2077,"“as for my devotees, you have no authority over them.” your lord is an adequate guardian.",إِنَّ عِبادي لَيسَ لَكَ عَلَيهِم سُلطانٌ وَكَفىٰ بِرَبِّكَ وَكيلًا
2078,"your lord is he who propels for you the ships at sea, that you may seek of his bounty. he is towards you most merciful.",رَبُّكُمُ الَّذي يُزجي لَكُمُ الفُلكَ فِي البَحرِ لِتَبتَغوا مِن فَضلِهِ إِنَّهُ كانَ بِكُم رَحيمًا
2079,"when harm afflicts you at sea, those you pray to vanish, except for him. but when he saves you to land, you turn away. the human being is ever thankless.",وَإِذا مَسَّكُمُ الضُّرُّ فِي البَحرِ ضَلَّ مَن تَدعونَ إِلّا إِيّاهُ فَلَمّا نَجّاكُم إِلَى البَرِّ أَعرَضتُم وَكانَ الإِنسانُ كَفورًا
2080,"are you confident that he will not cause a track of land to cave in beneath you, or unleash a tornado against you, and then you find no protector?",أَفَأَمِنتُم أَن يَخسِفَ بِكُم جانِبَ البَرِّ أَو يُرسِلَ عَلَيكُم حاصِبًا ثُمَّ لا تَجِدوا لَكُم وَكيلًا
2081,"or are you confident that he will not return you to it once again, and unleash a hurricane against you, and drown you for your ingratitude? then you will find no helper against us.",أَم أَمِنتُم أَن يُعيدَكُم فيهِ تارَةً أُخرىٰ فَيُرسِلَ عَلَيكُم قاصِفًا مِنَ الرّيحِ فَيُغرِقَكُم بِما كَفَرتُم ثُمَّ لا تَجِدوا لَكُم عَلَينا بِهِ تَبيعًا
2082,"we have honored the children of adam, and carried them on land and sea, and provided them with good things, and greatly favored them over many of those we created.",وَلَقَد كَرَّمنا بَني آدَمَ وَحَمَلناهُم فِي البَرِّ وَالبَحرِ وَرَزَقناهُم مِنَ الطَّيِّباتِ وَفَضَّلناهُم عَلىٰ كَثيرٍ مِمَّن خَلَقنا تَفضيلًا
2083,"on the day when we call every people with their leader. whoever is given his record in his right hand—these will read their record, and they will not be wronged one bit.",يَومَ نَدعو كُلَّ أُناسٍ بِإِمامِهِم فَمَن أوتِيَ كِتابَهُ بِيَمينِهِ فَأُولٰئِكَ يَقرَءونَ كِتابَهُم وَلا يُظلَمونَ فَتيلًا
2084,"but whoever is blind in this, he will be blind in the hereafter, and further astray from the way.",وَمَن كانَ في هٰذِهِ أَعمىٰ فَهُوَ فِي الآخِرَةِ أَعمىٰ وَأَضَلُّ سَبيلًا
2085,"they almost lured you away from what we have revealed to you, so that you would invent something else in our name. in that case, they would have taken you for a friend.",وَإِن كادوا لَيَفتِنونَكَ عَنِ الَّذي أَوحَينا إِلَيكَ لِتَفتَرِيَ عَلَينا غَيرَهُ وَإِذًا لَاتَّخَذوكَ خَليلًا
2086,"had we not given you stability, you might have inclined towards them a little.",وَلَولا أَن ثَبَّتناكَ لَقَد كِدتَ تَركَنُ إِلَيهِم شَيئًا قَليلًا
2087,"then we would have made you taste double in life, and double at death; then you would have found for yourself no helper against us.",إِذًا لَأَذَقناكَ ضِعفَ الحَياةِ وَضِعفَ المَماتِ ثُمَّ لا تَجِدُ لَكَ عَلَينا نَصيرًا
2088,"they almost provoked you, to expel you from the land. in that case, they would not have lasted after you, except briefly.",وَإِن كادوا لَيَستَفِزّونَكَ مِنَ الأَرضِ لِيُخرِجوكَ مِنها وَإِذًا لا يَلبَثونَ خِلافَكَ إِلّا قَليلًا
2089,the tradition of the messengers we sent before you—you will find no change in our rules.,سُنَّةَ مَن قَد أَرسَلنا قَبلَكَ مِن رُسُلِنا وَلا تَجِدُ لِسُنَّتِنا تَحويلًا
2090,"perform the prayer at the decline of the sun, until the darkness of the night; and the quran at dawn. the quran at dawn is witnessed.",أَقِمِ الصَّلاةَ لِدُلوكِ الشَّمسِ إِلىٰ غَسَقِ اللَّيلِ وَقُرآنَ الفَجرِ إِنَّ قُرآنَ الفَجرِ كانَ مَشهودًا
2091,"and keep vigil with it during parts of the night, as an extra prayer. perhaps your lord will raise you to a laudable position.",وَمِنَ اللَّيلِ فَتَهَجَّد بِهِ نافِلَةً لَكَ عَسىٰ أَن يَبعَثَكَ رَبُّكَ مَقامًا مَحمودًا
2092,"and say, “my lord, lead me in through an entry of truth, and lead me out through an exit of truth, and grant me from you a supporting power.”",وَقُل رَبِّ أَدخِلني مُدخَلَ صِدقٍ وَأَخرِجني مُخرَجَ صِدقٍ وَاجعَل لي مِن لَدُنكَ سُلطانًا نَصيرًا
2093,"and say, “the truth has come, and falsehood has withered away; for falsehood is bound to wither away.”",وَقُل جاءَ الحَقُّ وَزَهَقَ الباطِلُ إِنَّ الباطِلَ كانَ زَهوقًا
2094,"we send down in the quran healing and mercy for the believers, but it increases the wrongdoers only in loss.",وَنُنَزِّلُ مِنَ القُرآنِ ما هُوَ شِفاءٌ وَرَحمَةٌ لِلمُؤمِنينَ وَلا يَزيدُ الظّالِمينَ إِلّا خَسارًا
2095,"when we bless the human being, he turns away and distances himself. but when adversity touches him, he is in despair.",وَإِذا أَنعَمنا عَلَى الإِنسانِ أَعرَضَ وَنَأىٰ بِجانِبِهِ وَإِذا مَسَّهُ الشَّرُّ كانَ يَئوسًا
2096,"say, “each does according to his disposition. your lord knows best who is better guided in the way.”",قُل كُلٌّ يَعمَلُ عَلىٰ شاكِلَتِهِ فَرَبُّكُم أَعلَمُ بِمَن هُوَ أَهدىٰ سَبيلًا
2097,"and they ask you about the spirit. say, “the spirit belongs to the domain of my lord; and you were given only little knowledge.”",وَيَسأَلونَكَ عَنِ الرّوحِ قُلِ الرّوحُ مِن أَمرِ رَبّي وَما أوتيتُم مِنَ العِلمِ إِلّا قَليلًا
2098,"if we willed, we could take away what we revealed to you. then you will find for yourself no protecting guardian against us.",وَلَئِن شِئنا لَنَذهَبَنَّ بِالَّذي أَوحَينا إِلَيكَ ثُمَّ لا تَجِدُ لَكَ بِهِ عَلَينا وَكيلًا
2099,except through a mercy from your lord. his favors upon you have been great.,إِلّا رَحمَةً مِن رَبِّكَ إِنَّ فَضلَهُ كانَ عَلَيكَ كَبيرًا
2100,"say, “if mankind and jinn came together to produce the like of this quran, they could never produce the like of it, even if they backed up one another.”",قُل لَئِنِ اجتَمَعَتِ الإِنسُ وَالجِنُّ عَلىٰ أَن يَأتوا بِمِثلِ هٰذَا القُرآنِ لا يَأتونَ بِمِثلِهِ وَلَو كانَ بَعضُهُم لِبَعضٍ ظَهيرًا
2101,"we have displayed for mankind in this quran every kind of similitude, but most people insist on denying the truth.",وَلَقَد صَرَّفنا لِلنّاسِ في هٰذَا القُرآنِ مِن كُلِّ مَثَلٍ فَأَبىٰ أَكثَرُ النّاسِ إِلّا كُفورًا
2102,"and they said, “we will not believe in you unless you make a spring burst from the ground for us.",وَقالوا لَن نُؤمِنَ لَكَ حَتّىٰ تَفجُرَ لَنا مِنَ الأَرضِ يَنبوعًا
2103,or you have a garden of palms and vines; then cause rivers to gush pouring through them.,أَو تَكونَ لَكَ جَنَّةٌ مِن نَخيلٍ وَعِنَبٍ فَتُفَجِّرَ الأَنهارَ خِلالَها تَفجيرًا
2104,"or make the sky fall on us in pieces, as you claim, or bring god and the angels before us.",أَو تُسقِطَ السَّماءَ كَما زَعَمتَ عَلَينا كِسَفًا أَو تَأتِيَ بِاللَّهِ وَالمَلائِكَةِ قَبيلًا
2105,"or you possess a house of gold. or you ascend into the sky. even then, we will not believe in your ascension, unless you bring down for us a book that we can read.” say, “glory be to my lord. am i anything but a human messenger?”",أَو يَكونَ لَكَ بَيتٌ مِن زُخرُفٍ أَو تَرقىٰ فِي السَّماءِ وَلَن نُؤمِنَ لِرُقِيِّكَ حَتّىٰ تُنَزِّلَ عَلَينا كِتابًا نَقرَؤُهُ قُل سُبحانَ رَبّي هَل كُنتُ إِلّا بَشَرًا رَسولًا
2106,"nothing prevented the people from believing, when guidance has come to them, except that they said, “did god send a human messenger?”",وَما مَنَعَ النّاسَ أَن يُؤمِنوا إِذ جاءَهُمُ الهُدىٰ إِلّا أَن قالوا أَبَعَثَ اللَّهُ بَشَرًا رَسولًا
2107,"say, “if there were angels on earth, walking around in peace, we would have sent down to them from heaven an angel messenger.”",قُل لَو كانَ فِي الأَرضِ مَلائِكَةٌ يَمشونَ مُطمَئِنّينَ لَنَزَّلنا عَلَيهِم مِنَ السَّماءِ مَلَكًا رَسولًا
2108,"say, “god is enough witness between you and me. he is fully aware of his servants, and he sees them well.”",قُل كَفىٰ بِاللَّهِ شَهيدًا بَيني وَبَينَكُم إِنَّهُ كانَ بِعِبادِهِ خَبيرًا بَصيرًا
2109,"whomever god guides is the guided one. and whomever he leaves astray—for them you will find no protectors apart from him. and we will gather them on the day of resurrection, on their faces, blind, dumb, and deaf. their abode is hell; whenever it abates, we intensify the blaze for them.",وَمَن يَهدِ اللَّهُ فَهُوَ المُهتَدِ وَمَن يُضلِل فَلَن تَجِدَ لَهُم أَولِياءَ مِن دونِهِ وَنَحشُرُهُم يَومَ القِيامَةِ عَلىٰ وُجوهِهِم عُميًا وَبُكمًا وَصُمًّا مَأواهُم جَهَنَّمُ كُلَّما خَبَت زِدناهُم سَعيرًا
2110,"this is their repayment for having blasphemed against our revelations, and having said, “shall we, when we have become bones and fragments, be resurrected as a new creation?”",ذٰلِكَ جَزاؤُهُم بِأَنَّهُم كَفَروا بِآياتِنا وَقالوا أَإِذا كُنّا عِظامًا وَرُفاتًا أَإِنّا لَمَبعوثونَ خَلقًا جَديدًا
2111,"do they not consider that god, who created the heavens and the earth, is able to create the likes of them? he has assigned for them a term, in which there is no doubt. but the wrongdoers persist in denying the truth.",أَوَلَم يَرَوا أَنَّ اللَّهَ الَّذي خَلَقَ السَّماواتِ وَالأَرضَ قادِرٌ عَلىٰ أَن يَخلُقَ مِثلَهُم وَجَعَلَ لَهُم أَجَلًا لا رَيبَ فيهِ فَأَبَى الظّالِمونَ إِلّا كُفورًا
2112,"say, “if you possessed the treasuries of my lord’s mercy, you would have withheld them for fear of spending.” the human being has always been stingy.",قُل لَو أَنتُم تَملِكونَ خَزائِنَ رَحمَةِ رَبّي إِذًا لَأَمسَكتُم خَشيَةَ الإِنفاقِ وَكانَ الإِنسانُ قَتورًا
2113,"we gave moses nine clear signs—ask the children of israel. when he went to them, pharaoh said to him, “i think that you, moses, are bewitched.”",وَلَقَد آتَينا موسىٰ تِسعَ آياتٍ بَيِّناتٍ فَاسأَل بَني إِسرائيلَ إِذ جاءَهُم فَقالَ لَهُ فِرعَونُ إِنّي لَأَظُنُّكَ يا موسىٰ مَسحورًا
2114,"he said, “you know that none sent these down except the lord of the heavens and the earth—eye openers; and i think that you, pharaoh, are doomed.”",قالَ لَقَد عَلِمتَ ما أَنزَلَ هٰؤُلاءِ إِلّا رَبُّ السَّماواتِ وَالأَرضِ بَصائِرَ وَإِنّي لَأَظُنُّكَ يا فِرعَونُ مَثبورًا
2115,"he resolved to scare them off the land, but we drowned him, and those with him, altogether.",فَأَرادَ أَن يَستَفِزَّهُم مِنَ الأَرضِ فَأَغرَقناهُ وَمَن مَعَهُ جَميعًا
2116,"after him, we said to the children of israel, “inhabit the land, and when the promise of the hereafter arrives, we will bring you all together.”",وَقُلنا مِن بَعدِهِ لِبَني إِسرائيلَ اسكُنُوا الأَرضَ فَإِذا جاءَ وَعدُ الآخِرَةِ جِئنا بِكُم لَفيفًا
2117,"with the truth we sent it down, and with the truth it descended. we sent you only as a bearer of good news and a warner.",وَبِالحَقِّ أَنزَلناهُ وَبِالحَقِّ نَزَلَ وَما أَرسَلناكَ إِلّا مُبَشِّرًا وَنَذيرًا
2118,"a quran which we unfolded gradually, that you may recite to the people over time. and we revealed it in stages.",وَقُرآنًا فَرَقناهُ لِتَقرَأَهُ عَلَى النّاسِ عَلىٰ مُكثٍ وَنَزَّلناهُ تَنزيلًا
2119,"say, “believe in it, or do not believe.” those who were given knowledge before it, when it is recited to them, they fall to their chins, prostrating.",قُل آمِنوا بِهِ أَو لا تُؤمِنوا إِنَّ الَّذينَ أوتُوا العِلمَ مِن قَبلِهِ إِذا يُتلىٰ عَلَيهِم يَخِرّونَ لِلأَذقانِ سُجَّدًا
2120,"and they say, “glory to our lord. the promise of our lord is fulfilled.”",وَيَقولونَ سُبحانَ رَبِّنا إِن كانَ وَعدُ رَبِّنا لَمَفعولًا
2121,"and they fall to their chins, weeping, and it adds to their humility.",وَيَخِرّونَ لِلأَذقانِ يَبكونَ وَيَزيدُهُم خُشوعًا
2122,"say, “call him god, or call him the most merciful. whichever name you use, to him belong the best names.” and be neither loud in your prayer, nor silent in it, but follow a course in between.",قُلِ ادعُوا اللَّهَ أَوِ ادعُوا الرَّحمٰنَ أَيًّا ما تَدعوا فَلَهُ الأَسماءُ الحُسنىٰ وَلا تَجهَر بِصَلاتِكَ وَلا تُخافِت بِها وَابتَغِ بَينَ ذٰلِكَ سَبيلًا
2123,"and say, “praise be to god, who has not begotten a son, nor has he a partner in sovereignty, nor has he an ally out of weakness, and glorify him constantly.”",وَقُلِ الحَمدُ لِلَّهِ الَّذي لَم يَتَّخِذ وَلَدًا وَلَم يَكُن لَهُ شَريكٌ فِي المُلكِ وَلَم يَكُن لَهُ وَلِيٌّ مِنَ الذُّلِّ وَكَبِّرهُ تَكبيرًا
2124,"valuable—to warn of severe punishment from himself; and to deliver good news to the believers who do righteous deeds, that they will have an excellent reward.",قَيِّمًا لِيُنذِرَ بَأسًا شَديدًا مِن لَدُنهُ وَيُبَشِّرَ المُؤمِنينَ الَّذينَ يَعمَلونَ الصّالِحاتِ أَنَّ لَهُم أَجرًا حَسَنًا
2125,in which they will abide forever.,ماكِثينَ فيهِ أَبَدًا
2126,"and to warn those who say, “god has begotten a son.”",وَيُنذِرَ الَّذينَ قالُوا اتَّخَذَ اللَّهُ وَلَدًا
2127,"they have no knowledge of this, nor did their forefathers. grave is the word that comes out of their mouths. they say nothing but a lie.",ما لَهُم بِهِ مِن عِلمٍ وَلا لِآبائِهِم كَبُرَت كَلِمَةً تَخرُجُ مِن أَفواهِهِم إِن يَقولونَ إِلّا كَذِبًا
2128,"perhaps you may destroy yourself with grief, chasing after them, if they do not believe in this information.",فَلَعَلَّكَ باخِعٌ نَفسَكَ عَلىٰ آثارِهِم إِن لَم يُؤمِنوا بِهٰذَا الحَديثِ أَسَفًا
2129,"we made what is upon the earth an ornament for it, to test them as to which of them is best in conduct.",إِنّا جَعَلنا ما عَلَى الأَرضِ زينَةً لَها لِنَبلُوَهُم أَيُّهُم أَحسَنُ عَمَلًا
2130,and we will turn what is on it into barren waste.,وَإِنّا لَجاعِلونَ ما عَلَيها صَعيدًا جُرُزًا
2131,did you know that the people of the cave and the inscription were of our wondrous signs?,أَم حَسِبتَ أَنَّ أَصحابَ الكَهفِ وَالرَّقيمِ كانوا مِن آياتِنا عَجَبًا
2132,"when the youths took shelter in the cave, they said, “our lord, give us mercy from yourself, and bless our affair with guidance.”",إِذ أَوَى الفِتيَةُ إِلَى الكَهفِ فَقالوا رَبَّنا آتِنا مِن لَدُنكَ رَحمَةً وَهَيِّئ لَنا مِن أَمرِنا رَشَدًا
2133,then we sealed their ears in the cave for a number of years.,فَضَرَبنا عَلىٰ آذانِهِم فِي الكَهفِ سِنينَ عَدَدًا
2134,then we awakened them to know which of the two groups could better calculate the length of their stay.,ثُمَّ بَعَثناهُم لِنَعلَمَ أَيُّ الحِزبَينِ أَحصىٰ لِما لَبِثوا أَمَدًا
2135,"we relate to you their story in truth. they were youths who believed in their lord, and we increased them in guidance.",نَحنُ نَقُصُّ عَلَيكَ نَبَأَهُم بِالحَقِّ إِنَّهُم فِتيَةٌ آمَنوا بِرَبِّهِم وَزِدناهُم هُدًى
2136,"and we strengthened their hearts, when they stood up and said, “our lord is the lord of the heavens and the earth; we will not call on any god besides him, for then we would have spoken an outrage.”",وَرَبَطنا عَلىٰ قُلوبِهِم إِذ قاموا فَقالوا رَبُّنا رَبُّ السَّماواتِ وَالأَرضِ لَن نَدعُوَ مِن دونِهِ إِلٰهًا لَقَد قُلنا إِذًا شَطَطًا
2137,"“these people, our people, have taken to themselves gods other than him. why do they not bring a clear proof concerning them? who, then, does greater wrong than he who invents lies and attributes them to god?”",هٰؤُلاءِ قَومُنَا اتَّخَذوا مِن دونِهِ آلِهَةً لَولا يَأتونَ عَلَيهِم بِسُلطانٍ بَيِّنٍ فَمَن أَظلَمُ مِمَّنِ افتَرىٰ عَلَى اللَّهِ كَذِبًا
2138,"“now that you have withdrawn from them, and from what they worship besides god, take shelter in the cave. and your lord will unfold his mercy for you, and will set your affair towards ease.”",وَإِذِ اعتَزَلتُموهُم وَما يَعبُدونَ إِلَّا اللَّهَ فَأووا إِلَى الكَهفِ يَنشُر لَكُم رَبُّكُم مِن رَحمَتِهِ وَيُهَيِّئ لَكُم مِن أَمرِكُم مِرفَقًا
2139,"you would have seen the sun, when it rose, veering away from their cave towards the right, and when it sets, moving away from them to the left, as they lay in the midst of the cave. that was one of god’s wonders. he whom god guides is truly guided; but he whom he misguides, for him you will find no directing friend.",وَتَرَى الشَّمسَ إِذا طَلَعَت تَزاوَرُ عَن كَهفِهِم ذاتَ اليَمينِ وَإِذا غَرَبَت تَقرِضُهُم ذاتَ الشِّمالِ وَهُم في فَجوَةٍ مِنهُ ذٰلِكَ مِن آياتِ اللَّهِ مَن يَهدِ اللَّهُ فَهُوَ المُهتَدِ وَمَن يُضلِل فَلَن تَجِدَ لَهُ وَلِيًّا مُرشِدًا
2140,"you would think them awake, although they were asleep. and we turned them over to the right, and to the left, with their dog stretching its paws across the threshold. had you looked at them, you would have turned away from them in flight, and been filled with fear of them.",وَتَحسَبُهُم أَيقاظًا وَهُم رُقودٌ وَنُقَلِّبُهُم ذاتَ اليَمينِ وَذاتَ الشِّمالِ وَكَلبُهُم باسِطٌ ذِراعَيهِ بِالوَصيدِ لَوِ اطَّلَعتَ عَلَيهِم لَوَلَّيتَ مِنهُم فِرارًا وَلَمُلِئتَ مِنهُم رُعبًا
2141,"even so, we awakened them, so that they may ask one another. a speaker among them said, “how long have you stayed?” they said, “we have stayed a day, or part of a day.” they said, “your lord knows best how long you have stayed.” “send one of you to the city, with this money of yours, and let him see which food is most suitable, and let him bring you some provision thereof. and let him be gentle, and let no one become aware of you.”",وَكَذٰلِكَ بَعَثناهُم لِيَتَساءَلوا بَينَهُم قالَ قائِلٌ مِنهُم كَم لَبِثتُم قالوا لَبِثنا يَومًا أَو بَعضَ يَومٍ قالوا رَبُّكُم أَعلَمُ بِما لَبِثتُم فَابعَثوا أَحَدَكُم بِوَرِقِكُم هٰذِهِ إِلَى المَدينَةِ فَليَنظُر أَيُّها أَزكىٰ طَعامًا فَليَأتِكُم بِرِزقٍ مِنهُ وَليَتَلَطَّف وَلا يُشعِرَنَّ بِكُم أَحَدًا
2142,"“if they discover you, they will stone you, or force you back into their religion; then you will never be saved.”",إِنَّهُم إِن يَظهَروا عَلَيكُم يَرجُموكُم أَو يُعيدوكُم في مِلَّتِهِم وَلَن تُفلِحوا إِذًا أَبَدًا
2143,"so it was, that we caused them to be discovered, that they would know that the promise of god is true, and that of the hour there is no doubt. as they were disputing their case among themselves, they said, “build over them a building.” their lord knows best about them. those who prevailed over their case said, “we will set up over them a place of worship.”",وَكَذٰلِكَ أَعثَرنا عَلَيهِم لِيَعلَموا أَنَّ وَعدَ اللَّهِ حَقٌّ وَأَنَّ السّاعَةَ لا رَيبَ فيها إِذ يَتَنازَعونَ بَينَهُم أَمرَهُم فَقالُوا ابنوا عَلَيهِم بُنيانًا رَبُّهُم أَعلَمُ بِهِم قالَ الَّذينَ غَلَبوا عَلىٰ أَمرِهِم لَنَتَّخِذَنَّ عَلَيهِم مَسجِدًا
2144,"they will say, “three, and their fourth being their dog.” and they will say, “five, and their sixth being their dog,” guessing at the unknown. and they will say, “seven, and their eighth being their dog.” say, “my lord knows best their number.” none knows them except a few. so do not argue concerning them except with an obvious argument, and do not consult any of them about them.",سَيَقولونَ ثَلاثَةٌ رابِعُهُم كَلبُهُم وَيَقولونَ خَمسَةٌ سادِسُهُم كَلبُهُم رَجمًا بِالغَيبِ وَيَقولونَ سَبعَةٌ وَثامِنُهُم كَلبُهُم قُل رَبّي أَعلَمُ بِعِدَّتِهِم ما يَعلَمُهُم إِلّا قَليلٌ فَلا تُمارِ فيهِم إِلّا مِراءً ظاهِرًا وَلا تَستَفتِ فيهِم مِنهُم أَحَدًا
2145,"and never say about anything, “i will do that tomorrow.”",وَلا تَقولَنَّ لِشَيءٍ إِنّي فاعِلٌ ذٰلِكَ غَدًا
2146,"without saying, “if god wills.” and remember your lord if you forget, and say, “perhaps my lord will guide me to nearer than this in integrity.”",إِلّا أَن يَشاءَ اللَّهُ وَاذكُر رَبَّكَ إِذا نَسيتَ وَقُل عَسىٰ أَن يَهدِيَنِ رَبّي لِأَقرَبَ مِن هٰذا رَشَدًا
2147,"and they stayed in their cave for three hundred years, adding nine.",وَلَبِثوا في كَهفِهِم ثَلاثَ مِائَةٍ سِنينَ وَازدادوا تِسعًا
2148,"say, “god knows best how long they stayed.” his is the mystery of the heavens and the earth. by him you see and hear. they have no guardian apart from him, and he shares his sovereignty with no one.",قُلِ اللَّهُ أَعلَمُ بِما لَبِثوا لَهُ غَيبُ السَّماواتِ وَالأَرضِ أَبصِر بِهِ وَأَسمِع ما لَهُم مِن دونِهِ مِن وَلِيٍّ وَلا يُشرِكُ في حُكمِهِ أَحَدًا
2149,"and recite what was revealed to you from the book of your lord. there is no changing his words, and you will find no refuge except in him.",وَاتلُ ما أوحِيَ إِلَيكَ مِن كِتابِ رَبِّكَ لا مُبَدِّلَ لِكَلِماتِهِ وَلَن تَجِدَ مِن دونِهِ مُلتَحَدًا
2150,"and content yourself with those who pray to their lord morning and evening, desiring his presence. and do not turn your eyes away from them, desiring the glitter of this world. and do not obey him whose heart we have made heedless of our remembrance—so he follows his own desires—and his priorities are confused.",وَاصبِر نَفسَكَ مَعَ الَّذينَ يَدعونَ رَبَّهُم بِالغَداةِ وَالعَشِيِّ يُريدونَ وَجهَهُ وَلا تَعدُ عَيناكَ عَنهُم تُريدُ زينَةَ الحَياةِ الدُّنيا وَلا تُطِع مَن أَغفَلنا قَلبَهُ عَن ذِكرِنا وَاتَّبَعَ هَواهُ وَكانَ أَمرُهُ فُرُطًا
2151,"and say, “the truth is from your lord. whoever wills—let him believe. and whoever wills—let him disbelieve”. we have prepared for the unjust a fire, whose curtains will hem them in. and when they cry for relief, they will be relieved with water like molten brass, which scalds the faces. what a miserable drink, and what a terrible place.",وَقُلِ الحَقُّ مِن رَبِّكُم فَمَن شاءَ فَليُؤمِن وَمَن شاءَ فَليَكفُر إِنّا أَعتَدنا لِلظّالِمينَ نارًا أَحاطَ بِهِم سُرادِقُها وَإِن يَستَغيثوا يُغاثوا بِماءٍ كَالمُهلِ يَشوِي الوُجوهَ بِئسَ الشَّرابُ وَساءَت مُرتَفَقًا
2152,as for those who believe and lead a righteous life—we will not waste the reward of those who work righteousness.,إِنَّ الَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ إِنّا لا نُضيعُ أَجرَ مَن أَحسَنَ عَمَلًا
2153,"these will have the gardens of eden, beneath which rivers flow. reclining on comfortable furnishings, they will be adorned with bracelets of gold, and will wear green garments of silk and brocade. what a wonderful reward, and what an excellent resting-place.",أُولٰئِكَ لَهُم جَنّاتُ عَدنٍ تَجري مِن تَحتِهِمُ الأَنهارُ يُحَلَّونَ فيها مِن أَساوِرَ مِن ذَهَبٍ وَيَلبَسونَ ثِيابًا خُضرًا مِن سُندُسٍ وَإِستَبرَقٍ مُتَّكِئينَ فيها عَلَى الأَرائِكِ نِعمَ الثَّوابُ وَحَسُنَت مُرتَفَقًا
2154,"and cite for them the parable of two men. to one of them we gave two gardens of vine, and we surrounded them with palms-trees, and we placed between them crops.",وَاضرِب لَهُم مَثَلًا رَجُلَينِ جَعَلنا لِأَحَدِهِما جَنَّتَينِ مِن أَعنابٍ وَحَفَفناهُما بِنَخلٍ وَجَعَلنا بَينَهُما زَرعًا
2155,"both gardens produced their harvest in full, and suffered no loss. and we made a river flow through them.",كِلتَا الجَنَّتَينِ آتَت أُكُلَها وَلَم تَظلِم مِنهُ شَيئًا وَفَجَّرنا خِلالَهُما نَهَرًا
2156,"and thus he had abundant fruits. he said to his friend, as he conversed with him, “i am wealthier than you, and greater in manpower.”",وَكانَ لَهُ ثَمَرٌ فَقالَ لِصاحِبِهِ وَهُوَ يُحاوِرُهُ أَنا أَكثَرُ مِنكَ مالًا وَأَعَزُّ نَفَرًا
2157,"and he entered his garden, wronging himself. he said, “i do not think this will ever perish.”",وَدَخَلَ جَنَّتَهُ وَهُوَ ظالِمٌ لِنَفسِهِ قالَ ما أَظُنُّ أَن تَبيدَ هٰذِهِ أَبَدًا
2158,"“and i do not think the hour is coming. and even if i am returned to my lord, i will find something better than this in return.”",وَما أَظُنُّ السّاعَةَ قائِمَةً وَلَئِن رُدِدتُ إِلىٰ رَبّي لَأَجِدَنَّ خَيرًا مِنها مُنقَلَبًا
2159,"his friend said to him, as he conversed with him, “are you being ungrateful to him who created you from dust, then from a sperm-drop, then evolved you into a man?",قالَ لَهُ صاحِبُهُ وَهُوَ يُحاوِرُهُ أَكَفَرتَ بِالَّذي خَلَقَكَ مِن تُرابٍ ثُمَّ مِن نُطفَةٍ ثُمَّ سَوّاكَ رَجُلًا
2160,"but as for me, he is god, my lord, and i never associate with my lord anyone.",لٰكِنّا هُوَ اللَّهُ رَبّي وَلا أُشرِكُ بِرَبّي أَحَدًا
