,en,ar
3651,"I say that Allah’s mercy will encompass many bygone communities as well, even if most of them may be briefly exposed to the Hellfire for a second or an hour or some period of time, by virtue of which they earn the title “party of the Hellfire.” I would say, Allah willing, most Christians of Byzantium and the Turks of this age will be covered by Allah’s mercy… All they have heard since childhood was that some great liar carrying the name Muhammad claimed to be a prophet.",إن الرحمة تشمل كثيرا من الأمم السالفة وإن كان أكثرهم يعرضون على النار إما عرضة خفيفة حتى في لحظة أو في ساعة وإما في مدة حتى يطلق عليهم اسم بعث النار بل أقول إن أكثر نصارى الروم والترك في هذا الزمان تشملهم الرحمة إن شاء الله تعالى … بل سمعوا أيضا منذ الصبا أن كذابا ملبسا اسمه محمد ادعى النبوة
3652,"As for one far from the era of the Messiah and some of his reports reached him to the exclusion of others, or from Moses and only some of his reports reached him, for these the proof has been established upon them to the extent that their reports reached them, without regard to those which did not reach them. If they disagree over the interpretation of some of the Torah and the Gospel, whoever aimed for the truth and strove in seeking it, he must not be punished even if he was mistaken in the truth due to ignorance or misguidance, like an erudite jurist (mujtahid) in seeking the truth from the nation of Muhammad, peace and blessings be upon him.",وَأَمَّا مَنْ بَعُدَ عَهْدُهُ بِالْمَسِيحِ وَبَلَغَتْهُ بَعْضُ أَخْبَارِهِ دُونَ بَعْضٍ أَوْ بِمُوسَى وَبَلَغَهُ أَخْبَارُهُ دُونَ بَعْضٍ فَهَؤُلَاءِ قَامَتْ عَلَيْهِمُ الْحُجَّةُ بِمَا بَلَغَهُمْ مِنْ أَخْبَارِهِمْ دُونَ مَا لَمْ يَبْلُغْهُمْ مِنْ أَخْبَارِهِمْ وَإِذَا اخْتَلَفُوا فِي تَأْوِيلِ بَعْضِ التَّوْرَاةِ وَالْإِنْجِيلِ فَمَنْ قَصَدَ الْحَقَّ وَاجْتَهَدَ فِي طَلَبِهِ لَمْ يَجِبْ أَنْ يُعَذَّبَ وَإِنْ كَانَ مُخْطِئًا لِلْحَقِّ جَاهِلًا بِهِ ضَالًّا عَنْهُ كَالْمُجْتَهِدِ فِي طَلَبِ الْحَقِّ مِنْ أُمَّةِ مُحَمَّدٍ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ
3653,"If one of these matters of faith is denied out of ignorance or misinterpretation, then he is excused and the one who did so does not become an unbeliever, as in the narration in which the man denied the providence of Allah and he commanded his people to burn him and scatter his ashes in the wind. Despite this error, Allah forgave the man and had mercy upon him because of his ignorance. The knowledge about the providence of Allah that had reached him was not denied out of stubbornness or an intention to lie.",وَأَمَّا جَحْدُ ذَلِكَ جَهْلًا أَوْ تَأْوِيلًا يُعْذَرُ فِيهِ صَاحِبُهُ فَلَا يُكَفَّرُ صَاحِبُهُ بِهِ كَحَدِيثِ الَّذِي جَحَدَ قُدْرَةَ اللَّهِ عَلَيْهِ وَأَمَرَ أَهْلَهُ أَنْ يَحْرِقُوهُ وَيَذْرُوهُ فِي الرِّيحِ وَمَعَ هَذَا فَقَدْ غَفَرَ اللَّهُ لَهُ وَرَحِمَهُ لِجَهْلِهِ إِذْ كَانَ ذَلِكَ الَّذِي فَعَلَهُ مَبْلَغَ عِلْمِهِ وَلَمْ يَجْحَدْ قُدْرَةَ اللَّهِ عَلَى إِعَادَتِهِ عِنَادًا أَوْ تَكْذِيبًا
3654,"Verily, a man may appear to people as doing the deeds of the people of Paradise, yet he is among the people of Hellfire. Verily, a man may appear to people as doing the deeds of the people of Hellfire, yet he is among the people of Paradise.",إِنَّ الرَّجُلَ لَيَعْمَلُ عَمَلَ أَهْلِ الْجَنَّةِ فِيمَا يَبْدُو لِلنَّاسِ وَهُوَ مِنْ أَهْلِ النَّارِ وَإِنَّ الرَّجُلَ لَيَعْمَلُ عَمَلَ أَهْلِ النَّارِ فِيمَا يَبْدُو لِلنَّاسِ وَهُوَ مِنْ أَهْلِ الْجَنَّةِ
3655,"Verily, those who believe and those who are Jews, and the Sabians, and the Christians, and the Magians, and those who worship others besides Allah, verily Allah will judge between them on the Day of Resurrection, for Allah is a witness over all things.",إِنَّ الَّذِينَ آمَنُوا وَالَّذِينَ هَادُوا وَالصَّابِئِينَ وَالنَّصَارَىٰ وَالْمَجُوسَ وَالَّذِينَ أَشْرَكُوا إِنَّ اللَّهَ يَفْصِلُ بَيْنَهُمْ يَوْمَ الْقِيَامَةِ ۚ إِنَّ اللَّهَ عَلَىٰ كُلِّ شَيْءٍ شَهِيدٌ
3656,"They arise from their beds and they supplicate their Lord in fear and hope, and they spend from what We have provided them.",تَتَجَافَىٰ جُنُوبُهُمْ عَنِ الْمَضَاجِعِ يَدْعُونَ رَبَّهُمْ خَوْفًا وَطَمَعًا وَمِمَّا رَزَقْنَاهُمْ يُنفِقُونَ
3657,"Verily, they would hasten to good deeds and supplicate to Us in hope and fear, and they were humbly submissive to Us.",إِنَّهُمْ كَانُوا يُسَارِعُونَ فِي الْخَيْرَاتِ وَيَدْعُونَنَا رَغَبًا وَرَهَبًا ۖ وَكَانُوا لَنَا خَاشِعِينَ
3658,"O Allah, I submit my face to you and entrust my affair to you. I commit myself to you out of hope and fear of you.",اللَّهُمَّ إِنِّي أَسْلَمْتُ وَجْهِي إِلَيْكَ وَفَوَّضْتُ أَمْرِي إِلَيْكَ وَأَلْجَأْتُ ظَهْرِي إِلَيْكَ رَغْبَةً وَرَهْبَةً إِلَيْكَ
3659,"Fear a Day when you will be returned to Allah. Then every soul will be compensated for what it earned, and they will not be treated unjustly.",وَاتَّقُوا يَوْمًا تُرْجَعُونَ فِيهِ إِلَى اللَّهِ ۖ ثُمَّ تُوَفَّىٰ كُلُّ نَفْسٍ مَّا كَسَبَتْ وَهُمْ لَا يُظْلَمُونَ
3660,Godfearing piety is here.,التَّقْوَى هَاهُنَا
3661,"Verily, We have warned you of a near punishment on the Day when a man will observe what his hands have put forth and the disbeliever will say: Oh, I wish that I were dust!",إِنَّا أَنذَرْنَاكُمْ عَذَابًا قَرِيبًا يَوْمَ يَنظُرُ الْمَرْءُ مَا قَدَّمَتْ يَدَاهُ وَيَقُولُ الْكَافِرُ يَا لَيْتَنِي كُنتُ تُرَابًا
3662,"Only those who fear Allah among His servants are those with knowledge. Verily, Allah is Almighty and Forgiving.",إِنَّمَا يَخْشَى اللَّهَ مِنْ عِبَادِهِ الْعُلَمَاءُ ۗ إِنَّ اللَّهَ عَزِيزٌ غَفُورٌ
3663,"The best provision is mindfulness of Allah, and the foundation of wisdom is the fear of Allah the Exalted.",خَيْرُ الزَّادِ التَّقْوَى وَرَأْسُ الْحِكْمَةِ مَخَافَةُ اللَّهِ عَزَّ وَجَلَّ
3664,"The fear of the Lord is the beginning of knowledge, but fools despise wisdom and instruction.",יִרְאַ֣ת  יְ֭הוָה  רֵאשִׁ֣ית  דָּ֑עַת  חָכְמָ֥ה  וּ֝מוּסָ֗ר  אֱוִילִ֥ים  בָּֽזוּ
3665,"Shuaib said: O my people, worship Allah and hope for the Last Day and do not commit abuse on the earth, spreading corruption.",فَقَالَ يَا قَوْمِ اعْبُدُوا اللَّهَ وَارْجُوا الْيَوْمَ الْآخِرَ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ
3666,"Wealth and children are only adornment of the worldly life, but enduring good deeds are better to your Lord for reward and better for one’s hope.",الْمَالُ وَالْبَنُونَ زِينَةُ الْحَيَاةِ الدُّنْيَا ۖ وَالْبَاقِيَاتُ الصَّالِحَاتُ خَيْرٌ عِندَ رَبِّكَ ثَوَابًا وَخَيْرٌ أَمَلًا
3667,"Say: O My servants who have transgressed against themselves, do not despair of the mercy of Allah. Verily, Allah forgives all sins. Verily, it is He who is the Forgiving, the Merciful.",قُلْ يَا عِبَادِيَ الَّذِينَ أَسْرَفُوا عَلَىٰ أَنفُسِهِمْ لَا تَقْنَطُوا مِن رَّحْمَةِ اللَّهِ ۚ إِنَّ اللَّهَ يَغْفِرُ الذُّنُوبَ جَمِيعًا ۚ إِنَّهُ هُوَ الْغَفُورُ الرَّحِيمُ
3668,Who despairs of the mercy of his Lord except for those astray?,وَمَن يَقْنَطُ مِن رَّحْمَةِ رَبِّهِ إِلَّا الضَّالُّونَ
3669,"The heart on its journey towards Allah the Exalted is like that of a bird. Love is its head, and fear and hope are its two wings. When the head is healthy, then the two wings will fly well. When the head is cut off, the bird will die. When either of two wings is damaged, the bird becomes vulnerable to every hunter and predator.",الْقَلْبُ فِي سَيْرِهِ إِلَى اللَّهِ عَزَّ وَجَلَّ بِمَنْزِلَةِ الطَّائِرِ فَالْمَحَبَّةُ رَأْسُهُ وَالْخَوْفُ وَالرَّجَاءُ جَنَاحَاهُ فَمَتَى سَلِمَ الرَّأْسُ وَالْجَنَاحَانِ فَالطَّائِرُ جَيِّدُ الطَّيَرَانِ وَمَتَى قُطِعَ الرَّأْسُ مَاتَ الطَّائِرُ وَمَتَى فُقِدَ الْجَنَاحَانِ فَهُوَ عُرْضَةٌ لِكُلِّ صَائِدٍ وَكَاسِرٍ
3670,"We have certainly honored the children of Adam and carried them on the land and sea and provided good things for them, and We favored them over much of what We created, with decisive preference.",وَلَقَدْ كَرَّمْنَا بَنِي آدَمَ وَحَمَلْنَاهُمْ فِي الْبَرِّ وَالْبَحْرِ وَرَزَقْنَاهُم مِّنَ الطَّيِّبَاتِ وَفَضَّلْنَاهُمْ عَلَىٰ كَثِيرٍ مِّمَّنْ خَلَقْنَا تَفْضِيلًا
3671,"O people, We have created you male and female and made you into nations and tribes that you may know one another. Verily, the most noble of you to Allah is the most righteous of you. Verily, Allah is knowing and aware.",يَا أَيُّهَا النَّاسُ إِنَّا خَلَقْنَاكُم مِّن ذَكَرٍ وَأُنثَىٰ وَجَعَلْنَاكُمْ شُعُوبًا وَقَبَائِلَ لِتَعَارَفُوا إِنَّ أَكْرَمَكُمْ عِندَ اللَّهِ أَتْقَاكُمْ إِنَّ اللَّهَ عَلِيمٌ خَبِيرٌ
3672,"Among His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Verily, in that are signs for people of knowledge.",وَمِنْ آيَاتِهِ خَلْقُ السَّمَاوَاتِ وَالْأَرْضِ وَاخْتِلَافُ أَلْسِنَتِكُمْ وَأَلْوَانِكُمْ ۚ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِّلْعَالِمِينَ
3673,"Verily, Allah Almighty created Adam from a handful which He took from the earth, so the children of Adam come in accordance with the earth. Some come with red skin, white skin, or black skin, and whatever is in between: thin, thick, dirty, and clean.",إِنَّ اللَّهَ تَعَالَى خَلَقَ آدَمَ مِنْ قَبْضَةٍ قَبَضَهَا مِنْ جَمِيعِ الْأَرْضِ فَجَاءَ بَنُو آدَمَ عَلَى قَدْرِ الْأَرْضِ فَجَاءَ مِنْهُمْ الْأَحْمَرُ وَالْأَبْيَضُ وَالْأَسْوَدُ وَبَيْنَ ذَلِكَ وَالسَّهْلُ وَالْحَزْنُ وَالْخَبِيثُ وَالطَّيِّبُ
3674,"O people, your Lord is one and your father Adam is one. There is no favor of an Arab over a foreigner, nor a foreigner over an Arab, and neither white skin over black skin, nor black skin over white skin, except by righteousness. Have I not delivered the message?",يَا أَيُّهَا النَّاسُ أَلَا إِنَّ رَبَّكُمْ وَاحِدٌ وَإِنَّ أَبَاكُمْ وَاحِدٌ أَلَا لَا فَضْلَ لِعَرَبِيٍّ عَلَى أَعْجَمِيٍّ وَلَا لِعَجَمِيٍّ عَلَى عَرَبِيٍّ وَلَا لِأَحْمَرَ عَلَى أَسْوَدَ وَلَا أَسْوَدَ عَلَى أَحْمَرَ إِلَّا بِالتَّقْوَى أَبَلَّغْتُ
3675,"No one is better than anyone else except by religion or good deeds. It is enough evil for a man to be profane, vulgar, greedy, or cowardly.",لَيْسَ لأَحَدٍ عَلَى أَحَدٍ فَضْلٌ إِلا بِالدِّينِ أَوْ عَمَلٍ صَالِحٍ حَسْبُ الرَّجُلِ أَنْ يَكُونَ فَاحِشًا بَذِيًّا بَخِيلا جَبَانًا
3676,"Behold! Verily, you have no virtue over one with white skin or black skin, except by favor of righteousness.",انْظُرْ فَإِنَّكَ لَيْسَ بِخَيْرٍ مِنْ أَحْمَرَ وَلَا أَسْوَدَ إِلَّا أَنْ تَفْضُلَهُ بِتَقْوَى
3677,"A man might say to another man, ‘I am more noble than you,’ yet no one is more noble except by the mindfulness of Allah.",فَيَقُولُ الرَّجُلُ لِلرَّجُلِ أَنَا أَكْرَمُ مِنْكَ ، فَلَيْسَ أَحَدٌ أَكْرَمَ مِنْ أَحَدٍ إِلا بِتَقْوَى اللَّهِ
3678,"Verily, Allah has removed from you the pride of the time of ignorance with its boasting of ancestors. Verily, one is only a righteous believer or a miserable sinner. All of the people are the children of Adam, and Adam was created from dust.", إِنَّ اللَّهَ قَدْ أَذْهَبَ عَنْكُمْ عُبِّيَّةَ الْجَاهِلِيَّةِ وَفَخْرَهَا بِالْآبَاءِ إِنَّمَا هُوَ مُؤْمِنٌ تَقِيٌّ وَفَاجِرٌ شَقِيٌّ النَّاسُ كُلُّهُمْ بَنُو آدَمَ وَآدَمُ خُلِقَ مِنْ تُرَابٍ
3679,"O people, Allah has removed the slogans of ignorance from you and the exaltation of its forefathers. The people are only two kinds: either a righteous, Godfearing believer dignified to Allah, or a wicked, miserable sinner insignificant to Allah. The people are all the children of Adam and Adam was created from dust. Allah said: O people, We have created you male and female and made you into nations and tribes that you may know one another. Verily, the most noble to Allah is the most righteous of you. (49:13)",يَا أَيُّهَا النَّاسُ إِنَّ اللَّهَ قَدْ أَذْهَبَ عَنْكُمْ عُبِّيَّةَ الْجَاهِلِيَّةِ وَتَعَاظُمَهَا بِآبَائِهَا فَالنَّاسُ رَجُلَانِ بَرٌّ تَقِيٌّ كَرِيمٌ عَلَى اللَّهِ وَفَاجِرٌ شَقِيٌّ هَيِّنٌ عَلَى اللَّهِ وَالنَّاسُ بَنُو آدَمَ وَخَلَقَ اللَّهُ آدَمَ مِنْ تُرَابٍ قَالَ اللَّهُ يَا أَيُّهَا النَّاسُ إِنَّا خَلَقْنَاكُمْ مِنْ ذَكَرٍ وَأُنْثَى وَجَعَلْنَاكُمْ شُعُوبًا وَقَبَائِلَ لِتَعَارَفُوا إِنَّ أَكْرَمَكُمْ عِنْدَ اللَّهِ أَتْقَاكُمْ
3680,Whoever is slow to good deeds will not be hastened by his lineage.,وَمَنْ بَطَّأَ بِهِ عَمَلُهُ لَمْ يُسْرِعْ بِهِ نَسَبُهُ
3681,He is not one of us who calls to tribalism. He is not one of us who fights for the sake of tribalism. He is not one of us who dies following the way of tribalism.,لَيْسَ مِنَّا مَنْ دَعَا إِلَى عَصَبِيَّةٍ وَلَيْسَ مِنَّا مَنْ قَاتَلَ عَلَى عَصَبِيَّةٍ وَلَيْسَ مِنَّا مَنْ مَاتَ عَلَى عَصَبِيَّةٍ
3682,No good deeds are better than what is done in these first ten days of Dhul Hijjah.,مَا الْعَمَلُ فِي أَيَّامٍ أَفْضَلَ مِنْهَا فِي هَذِهِ
3683,"Not even jihad in the way of Allah, except for a man who goes out with his life and wealth at risk and he returns with nothing.",وَلَا الْجِهَادُ إِلَّا رَجُلٌ خَرَجَ يُخَاطِرُ بِنَفْسِهِ وَمَالِهِ فَلَمْ يَرْجِعْ بِشَيْءٍ
3684,By the dawn and the ten nights…,وَالْفَجْرِ وَلَيَالٍ عَشْرٍ
3685,"Indeed, the ten nights by which Allah swore an oath are the first ten nights of Dhul Hijjah.",إن اللياليَ العشر التي أقسم الله بها هي ليالي العشر الأول من ذي الحجة
3686,"That they may witness benefits for themselves and remember the name of Allah on appointed days over what He has provided for them of animals, so eat of them and feed the downtrodden and the poor.",لِّيَشْهَدُوا مَنَافِعَ لَهُمْ وَيَذْكُرُوا اسْمَ اللَّهِ فِي أَيَّامٍ مَّعْلُومَاتٍ عَلَىٰ مَا رَزَقَهُم مِّن بَهِيمَةِ الْأَنْعَامِ فَكُلُوا مِنْهَا وَأَطْعِمُوا الْبَائِسَ الْفَقِيرَ
3687,"‘That they may remember the name of Allah on appointed days,’ meaning the ten of Dhul Hijjah, or the day of Arafat, or the day of sacrificing and its following three days.",وَيَذْكُرُواْ ٱسْمَ ٱللَّهِ فِى أَيَّامٍ مَّعْلُومَٰتٍ أي عشر ذي الحجة أو يوم عرفة أو يوم النحر إلى آخر أيام التشريق
3688,"There are no days greater and more beloved to Allah than these ten days of Dhul Hijjah, so increase in them your declaration of the oneness of Allah, your exaltation of Him, and your praise of Him.",مَا مِنْ أَيَّامٍ أَعْظَمُ عِنْدَ اللَّهِ وَلَا أَحَبُّ إِلَيْهِ مِنْ الْعَمَلِ فِيهِنَّ مِنْ هَذِهِ الْأَيَّامِ الْعَشْرِ فَأَكْثِرُوا فِيهِنَّ مِنْ التَّهْلِيلِ وَالتَّكْبِيرِ وَالتَّحْمِيدِ
3689,La Ilaha Illa Allah,لا إله إلا الله
3690,"Some of the wives of the Prophet, peace and blessings be upon him, said that he would fast the first nine days of Dhul Hijjah, the day of Ashura, and three days of every month, which would be the first Monday and Thursday of the month.",بَعْضِ أَزْوَاجِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَتْ كَانَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَصُومُ تِسْعَ ذِي الْحِجَّةِ وَيَوْمَ عَاشُورَاءَ وَثَلَاثَةَ أَيَّامٍ مِنْ كُلِّ شَهْرٍ أَوَّلَ اثْنَيْنِ مِنْ الشَّهْرِ وَالْخَمِيسَ
3691,It is part of the Sunnah to fast the first nine days of the beginning of Dhul-Hijjah.,وَمِنْ الْمَسْنُونِ صَوْمُ الْأَيَّامِ التِّسْعَةِ مِنْ أَوَّلِ ذِي الْحِجَّةِ
3692,"I never saw the Messenger of Allah, peace and blessings be upon him, fasting during the first ten days of Dhul Hijjah.",مَا رَأَيْتُ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ صَائِمًا فِي الْعَشْرِ قَطُّ
3693,That Aisha did not see him fasting these days does not necessitate that he never fasted them at all.,أَنَّهَا لَمْ تَرَهُ صَائِمًا فِيهِ وَلَا يَلْزَمُ عَنْ ذَلِكَ عَدَمُ صِيَامِهِ فِي نَفْسِ الْأَمْرِ
3694,I consider it with regard to Allah that it expiates the sins of the previous and upcoming years.,أَحْتَسِبُ عِنْدَ اللَّهِ أَنْ يُكَفِّرَ السَّنَةَ الْمَاضِيَةَ وَالْبَاقِيَةَ
3695,"No day is better to Allah than the day of Arafat. Allah descends to the lowest heaven and He boasts to the inhabitants of the heavens about the inhabitants of the earth, saying: Look at My servants, appearing disheveled and dusty. They came from every mountain pass hoping for My mercy. They do not see My punishment, yet they do not see that on no day are more saved from Hellfire than the day of Arafat.",وَمَا مِنْ يَوْمٍ أَفْضَلُ عِنْدَ اللَّهِ مِنْ يَوْمِ عَرَفَةَ يَنْزِلُ اللَّهُ إِلَى السَّمَاءِ الدُّنْيَا فَيُبَاهِي بِأَهْلِ الْأَرْضِ أَهْلَ السَّمَاءِ فَيَقُولُ انْظُرُوا إِلَى عِبَادِي شُعْثًا غُبْرًا ضَاحِينَ جَاءُوا مِنْ كُلِّ فَجٍّ عَمِيقٍ يَرْجُونَ رَحْمَتِي وَلَمْ يَرَوْا عَذَابِي فَلَمْ يُرَ يَوْمٌ أَكْثَرُ عِتْقًا مِنَ النَّارِ مِنْ يَوْمِ عَرَفَةَ
3696,"O Allah, forgive the pilgrims and those for whom the pilgrims seek forgiveness.",اللَّهُمَّ اغْفِرْ لِلْحَاجِّ وَلِمَنِ اسْتَغْفَرَ لَهُ الْحَاجُّ
3697,"I have performed the Hajj pilgrimage with the Prophet, peace and blessings be upon him, and he did not fast it. I performed it with Abu Bakr and he did not fast, with Umar and he did not fast, and with Uthman and he did not fast. I do not fast it, nor do I command it or prohibit it.",حَجَجْتُ مَعَ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَلَمْ يَصُمْهُ  وَمَعَ أَبِي بَكْرٍ فَلَمْ يَصُمْهُ وَمَعَ عُمَرَ فَلَمْ يَصُمْهُ وَمَعَ عُثْمَانَ فَلَمْ يَصُمْهُ وَأَنَا لَا أَصُومُهُ وَلَا آمُرُ بِهِ وَلَا أَنْهَى عَنْهُ
3698,"The majority of scholars acted upon this, that it is recommended to not fast on the day of Arafat in order for a man to have strength to supplicate, but some of the scholars would fast on the day of Arafat while at Arafat.",وَالْعَمَلُ عَلَى هَذَا عِنْدَ أَكْثَرِ أَهْلِ الْعِلْمِ يَسْتَحِبُّونَ الْإِفْطَارَ بِعَرَفَةَ لِيَتَقَوَّى بِهِ الرَّجُلُ عَلَى الدُّعَاءِ وَقَدْ صَامَ بَعْضُ أَهْلِ الْعِلْمِ يَوْمَ عَرَفَةَ بِعَرَفَةَ
3699,"The day of Arafat, the day of sacrifice, and the three following days are our celebrations for the people of Islam, so they are days of eating and drinking.",يَوْمُ عَرَفَةَ وَيَوْمُ النَّحْرِ وَأَيَّامُ التَّشْرِيقِ عِيدُنَا أَهْلَ الْإِسْلَامِ وَهِيَ أَيَّامُ أَكْلٍ وَشُرْبٍ
3700,The scholars acted upon this. They discouraged fasting on the three days of al-Tashriq.,وَالْعَمَلُ عَلَى هَذَا عِنْدَ أَهْلِ الْعِلْمِ يَكْرَهُونَ الصِّيَامَ أَيَّامَ التَّشْرِيقِ
3701,"It is he who created death and life to test which of you are best in deed, for he is the Almighty, the Forgiving. ",الَّذِي خَلَقَ الْمَوْتَ وَالْحَيَاةَ لِيَبْلُوَكُمْ أَيُّكُمْ أَحْسَنُ عَمَلًا وَهُوَ الْعَزِيزُ الْغَفُورُ
3702,"Wondrous is the affair of the believer for there is good for him in every matter and this is not the case with anyone except the believer. If he is happy, then he thanks Allah and thus there is good for him. If he is harmed, then he shows patience and thus there is good for him.",عَجَبًا لِأَمْرِ الْمُؤْمِنِ إِنَّ أَمْرَهُ كُلَّهُ خَيْرٌ وَلَيْسَ ذَاكَ لِأَحَدٍ إِلَّا لِلْمُؤْمِنِ إِنْ أَصَابَتْهُ سَرَّاءُ شَكَرَ فَكَانَ خَيْرًا لَهُ وَإِنْ أَصَابَتْهُ ضَرَّاءُ صَبَرَ فَكَانَ خَيْرًا لَهُ
3703,"If Allah intends good for someone, then he afflicts him with trials.",مَنْ يُرِدِ اللَّهُ بِهِ خَيْرًا يُصِبْ مِنْهُ
3704,"If Allah loves a people, then he afflicts them with trials. Whoever is patient has the reward of patience, and whoever is impatient has the fault of impatience.",إِذَا أَحَبَّ اللَّهُ قَوْمًا ابْتَلَاهُمْ فَمَنْ صَبَرَ فَلَهُ الصَّبْرُ وَمَنْ جَزِعَ فَلَهُ الْجَزَعُ
3705,The servant will continue to be tried until he is left walking upon the earth without any sin.,الْبَلَاءُ بِالْعَبْدِ حَتَّى يَتْرُكَهُ يَمْشِي عَلَى الْأَرْضِ مَا عَلَيْهِ خَطِيئَةٌ
3706,"If Allah intends good for his servant, then he hastens the punishment for him in this world. If Allah intends evil for his servant, then he withholds punishment for his sins until he appears on the Day of Resurrection.",إِذَا أَرَادَ اللَّهُ بِعَبْدِهِ الْخَيْرَ عَجَّلَ لَهُ الْعُقُوبَةَ فِي الدُّنْيَا وَإِذَا أَرَادَ اللَّهُ بِعَبْدِهِ الشَّرَّ أَمْسَكَ عَنْهُ بِذَنْبِهِ حَتَّى يُوَافِيَ بِهِ يَوْمَ الْقِيَامَةِ
3707,"Verily, with greater rewards come greater trials. Verily, when Allah loves a people he will test them. Whoever is pleased will be satisfied, and whoever is displeased will have indignation.",إِنَّ عِظَمَ الْجَزَاءِ مَعَ عِظَمِ الْبَلَاءِ وَإِنَّ اللَّهَ إِذَا أَحَبَّ قَوْمًا ابْتَلَاهُمْ فَمَنْ رَضِيَ فَلَهُ الرِّضَا وَمَنْ سَخِطَ فَلَهُ السَّخَطُ
3708,"Verily, the blessed person is one kept away from trials. Verily, the blessed person is one kept away from trials. Verily, the blessed person is one kept away from trials. How good is one who is afflicted but bears it patiently!",إِنَّ السَّعِيدَ لَمَنْ جُنِّبَ الْفِتَنَ إِنَّ السَّعِيدَ لَمَنْ جُنِّبَ الْفِتَنِ إِنَّ السَّعِيدَ لَمَنْ جُنِّبَ الْفِتَنُ وَلَمَنْ ابْتُلِيَ فَصَبَرَ فَوَاهًا
3709,"You will not be given anything after sincere faith as good as security, so ask Allah for security.",لَمْ تُؤْتَوْا شَيْئًا بَعْدَ كَلِمَةِ الْإِخْلَاصِ مِثْلَ الْعَافِيَةِ فَاسْأَلُوا اللَّهَ الْعَافِيَةَ
3710,"Our Lord, make us not a trial for the unbelievers and forgive us, our Lord. Verily, You are the Almighty, the Wise.",رَبَّنَا لَا تَجْعَلْنَا فِتْنَةً لِّلَّذِينَ كَفَرُوا وَاغْفِرْ لَنَا رَبَّنَا إِنَّكَ أَنتَ الْعَزِيزُ الْحَكِيمُ
3711,"There will be tribulations during which a sitting person will be better than the one standing, and the one standing will be better than the one walking, and the one walking will be better than the one running, and whoever exposes himself to these tribulations will be destroyed, so whoever finds a place of protection or refuge should take shelter in it.",سَتَكُونُ فِتَنٌ الْقَاعِدُ فِيهَا خَيْرٌ مِنْ الْقَائِمِ وَالْقَائِمُ خَيْرٌ مِنْ الْمَاشِي وَالْمَاشِي فِيهَا خَيْرٌ مِنْ السَّاعِي مَنْ تَشَرَّفَ لَهَا تَسْتَشْرِفْهُ فَمَنْ وَجَدَ مَلْجَأً أَوْ مَعَاذًا فَلْيَعُذْ بِه
3712,"When the child of a servant dies, Allah says to the angels: Have you taken the life of my servant’s child? They say yes. Allah says: Have you taken the fruit of his heart? They say yes. Allah says: What has my servant said? They say: He has praised you and said to Allah we belong and to Allah we return. Allah says: Build a house for my servant in Paradise and name it the House of Praise.",إِذَا مَاتَ وَلَدُ الْعَبْدِ قَالَ اللَّهُ لِمَلَائِكَتِهِ قَبَضْتُمْ وَلَدَ عَبْدِي فَيَقُولُونَ نَعَمْ فَيَقُولُ قَبَضْتُمْ ثَمَرَةَ فُؤَادِهِ فَيَقُولُونَ نَعَمْ فَيَقُولُ مَاذَا قَالَ عَبْدِي فَيَقُولُونَ حَمِدَكَ وَاسْتَرْجَعَ فَيَقُولُ اللَّهُ ابْنُوا لِعَبْدِي بَيْتًا فِي الْجَنَّةِ وَسَمُّوهُ بَيْتَ الْحَمْدِ
3713,"Allah the Exalted says: I have nothing to give to my faithful servant, if I cause his dear friend to die and he remains patient, other than Paradise.",يَقُولُ اللَّهُ تَعَالَى مَا لِعَبْدِي الْمُؤْمِنِ عِنْدِي جَزَاءٌ إِذَا قَبَضْتُ صَفِيَّهُ مِنْ أَهْلِ الدُّنْيَا ثُمَّ احْتَسَبَهُ إِلَّا الْجَنَّةُ
3714,"We were tested with hardship alongside the Messenger of Allah, peace and blessings be upon him, and we were patient. Then we were tested with prosperity after that and we were not patient.",ابْتُلِينَا مَعَ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِالضَّرَّاءِ فَصَبَرْنَا ثُمَّ ابْتُلِينَا بِالسَّرَّاءِ بَعْدَهُ فَلَمْ نَصْبِرْ
3715,"Verily, every nation has a trial and the trial of my nation is wealth.",إِنَّ لِكُلِّ أُمَّةٍ فِتْنَةً وَفِتْنَةُ أُمَّتِي الْمَالُ
