,Arabic,English
4392,مَنْ قَاتَلَ لِتَكُونَ كَلِمَةُ اللَّهِ هِيَ الْعُلْيَا فَهُوَ فِي سَبِيلِ اللَّهِ,He who fights to make the word of Allah highest is fighting in the cause of Allah.
4393,الْمُرَادُ بِكَلِمَةِ اللَّهِ دَعْوَةُ اللَّهِ إِلَى الْإِسْلَامِ وَيَحْتَمِلُ أَنْ يَكُونَ الْمُرَادُ أَنَّهُ (الجهاد) لَا يَكُونُ فِي سَبِيلِ اللَّهِ إِلَّا مَنْ كَانَ سَبَبُ قِتَالِهِ طَلَبَ إِعْلَاءِ كَلِمَةِ اللَّهِ فَقَطْ بِمَعْنَى أَنَّهُ لَوْ أَضَافَ إِلَى ذَلِكَ سَبَبًا مِنَ الْأَسْبَابِ الْمَذْكُورَةِ أَخَلَّ بِذَلِكَ,"The meaning of the ‘word of Allah’ is the invitation to Islam. It is interpreted to mean that jihad would not be in the cause of Allah unless the purpose is only to raise the word of Allah, such that if anyone were to add another reason to it that would violate it."
4394,وَإِنْ جَزَمَ الزَّرْكَشِيُّ بِأَنَّ وُجُوبَهُ (الجهاد) وُجُوبُ الْوَسَائِلِ لَا الْمَقَاصِدِ إذْ الْمَقْصُودُ مِنْهُ الْهِدَايَةُ وَمِنْ ثَمَّ لَوْ أُمْكِنَتْ بِإِقَامَةِ الدَّلِيلِ كَانَتْ أَوْلَى مِنْهُ,"Az-Zamakshari asserted that the obligation of jihad is a necessary means but not an end in itself, as the purpose of it is to preach guidance. Hence, if it were possible to provide guidance otherwise, then that would be more appropriate."
4395,وَقَاتِلُوا فِي سَبِيلِ اللَّهِ الَّذِينَ يُقَاتِلُونَكُمْ وَلَا تَعْتَدُوا إِنَّ اللَّهَ لَا يُحِبُّ الْمُعْتَدِينَ,"Fight in the way of Allah those who fight you but do not transgress. Verily, Allah does not love transgressors."
4396,لَا تَقْتُلُوا النِّسَاءَ وَلَا الصِّبْيَانَ وَلَا الشَّيْخَ الْكَبِيرَ وَلَا مَنْ أَلْقَى إِلَيْكُمُ السَّلَمَ وَكَفَ يَدَهُ فَإِنْ فَعَلْتُمْ هَذَا فَقَدَ اعْتَدَيْتُمْ,"Do not kill women, or children, or old men, or whoever comes to you with peace and he restrains his hand from fighting, for if you did that you would certainly have transgressed."
4397,وَلاَ تَعْتَدُواْ بابتداء القتال أو بقتال المعاهد أو المفاجأة به من غير دعوة أو المثلة أو قتل من نهيتم عن قتله,"‘Do not transgress’ means by initiating the fighting, or by fighting those protected by a peace treaty, or by fighting those who never received the call to Islam, or committing mutilation, or killing whomever it has been forbidden to kill."
4398,وَإِن جَنَحُوا لِلسَّلْمِ فَاجْنَحْ لَهَا وَتَوَكَّلْ عَلَى اللَّهِ ۚ إِنَّهُ هُوَ السَّمِيعُ الْعَلِيمُ,"If the enemy inclines to peace, then incline to it also and rely upon Allah. Verily, it is He who is the Hearing, the Knowing."
4399,إِنَّهُ سَيَكُونُ بَعْدِي اخْتِلَافٌ أَوْ أَمْرٌ فَإِنْ اسْتَطَعْتَ أَنْ تَكُونَ السِّلْمَ فَافْعَل,"Verily, after me there will be conflicts or affairs, so if you are able to end them in peace then do so."
4400,تَجُوزُ مُهَادَنَةُ الْمُشْرِكِينَ السَّنَةَ وَالسَّنَتَيْنِ وَالثَّلَاثَ وَإِلَى غَيْرِ مُدَّةٍ,"It is permissible to conduct a truce with the idolaters for one, two, or three years or without any time limit."
4401,‏لاَ تَمَنَّوْا لِقَاءَ الْعَدُوِّ فَإِذَا لَقِيتُمُوهُمْ فَاصْبِرُوا,"Do not wish to meet the enemy, but if you meet them then be steadfast."
4402,إِنَّمَا الْإِمَامُ جُنَّةٌ يُقَاتَلُ مِنْ وَرَائِهِ وَيُتَّقَى بِهِ,"Verily, the leader is only a shield behind whom they fight and he protects them."
4403,الكفار إنما يقاتلون بشرط الحراب كما ذهب اليه جمهور العلماء وكما دل عليه الكتاب والسنة,"The unbelievers are only fought on the condition that they declare war, according to the majority of scholars, as evident in the book and prophetic tradition."
4404,وَلِأَنَّ الْقَتْلَ إِنَّمَا وَجَبَ فِي مُقَابَلَةِ الْحِرَابِ لَا فِي مُقَابَلَةِ الْكُفْرِ وَلِذَلِكَ لَا يُقْتَلُ النِّسَاءُ وَلَا الصِّبْيَانُ وَلَا الزَّمْنَى وَالْعُمْيَانُ وَلَا الرُّهْبَانُ الَّذِينَ لَا يُقَاتِلُونَ بَلْ نُقَاتِلُ مَنْ حَارَبَنَا وَهَذِهِ كَانَتْ سِيرَةَ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي أَهْلِ الْأَرْضِ كَانَ يُقَاتِلُ مَنْ حَارَبَهُ إِلَى أَنْ يَدْخُلَ فِي دِينِهِ أَوْ يُهَادِنَهُ أَوْ يَدْخُلَ تَحْتَ قَهْرِهِ بِالْجِزْيَةِ,"Fighting is only necessary to confront war and not to confront unbelief. For this reason, women and children are not killed, neither are the elderly, the blind, or monks who do not participate in fighting. Rather, we only fight those who wage war against us. This was the way of the Messenger of Allah, peace and blessings be upon him, with the people of the earth. He would fight those who declared war on him until they accepted his religion, or they proposed a peace treaty, or they came under his control by paying tribute."
4405,لَا إِكْرَاهَ فِي الدِّينِ قَد تَّبَيَّنَ الرُّشْدُ مِنَ الْغَيِّ,"There is no compulsion in religion, for right guidance is distinct from error."
4406,وَلَمْ يُكْرِهْ أَحَدًا قَطُّ عَلَى الدِّينِ وَإِنَّمَا كَانَ يُقَاتِلُ مَنْ يُحَارِبُهُ وَيُقَاتِلُهُ وَأَمَّا مَنْ سَالَمَهُ وَهَادَنَهُ فَلَمْ يُقَاتِلْهُ وَلَمْ يُكْرِهْهُ عَلَى الدُّخُولِ فِي دِينِهِ,"The Prophet never forced the religion upon anyone, but rather he only fought those who waged war against him and fought him first. As for those who made peace with him or conducted a truce, then he never fought them and he never compelled them to enter his religion."
4407, لَا أَجْرَ لَهُ,There is no reward for him.
4408,لَا أَجْرَ لَهُ,There is no reward for him.
4409,لَا أَجْرَ لَهُ,There is no reward for him.
4410,إِنَّمَا بَعَثَ مُحَمَّدًا صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ دَاعِيًا وَلَمْ يَبْعَثْهُ جَابِيًا,"Verily, Allah has only sent Muhammad, peace and blessings be upon him, as a preacher and He did not send him as a tax collector."
4411,قال الجمهور تؤخذ (الجزية) برفق كأخذ الديون فالصواب الجزم ببطلانها وردها على من اخترعها ولم ينقل أنه عليه الصلاة والسلام ولا أحد من الخلفاء الراشدين فعل شيئا منها,The majority of scholars say the tribute should be accepted with gentleness as one would accept payment for a debt. The correct opinion is that the practice of humiliation is invalid and those who devised it should be refuted. It has not been narrated that the Prophet or any of the righteous Caliphs ever acted this way when accepting the tribute.
4412,لاَ ضَرَرَ وَلاَ ضِرَارَ,Do not cause harm or return harm.
4413,الضَّرَر يُزَال,Harm should be removed.
4414,إِنَّ لَهُنَّ عَلَى أَزْوَاجِهِنَّ تَرْكُ مُضَارَّتِهِنَّ كَمَا كَانَ ذَلِكَ عَلَيْهِنَّ لِأَزْوَاجِهِنَّ,"Their husbands must not harm them, in the same way that they have rights over their wives."
4415,وَلَا يُعَنِّفُ أَحَدُ الزَّوْجَيْنِ صَاحِبَهُ,Neither spouse should be violent against his or her companion.
4416,وَحُقُوقَهُنَّ الْمَهْرُ وَالْكَفَافُ وَتَرْكُ الضِّرَارِ وَنَحْوُهَا,"Among her rights is the dowry, to be free from harm, and so on."
4417,لَا إِيصَالَ الضَّرَرِ إِلَيْهَا بَيَّنَ أَنَّ لِكُلِّ وَاحِدٍ مِنَ الزَّوْجَيْنِ حَقًّا عَلَى الْآخَرِ,No harm should come to her. It has been clarified that each one of the spouses has a right over the other.
4418,إِذَا دَعَا الرَّجُلُ امْرَأَتَهُ إِلَى فِرَاشِهِ فَأَبَتْ فَبَاتَ غَضْبَانَ عَلَيْهَا لَعَنَتْهَا الْمَلَائِكَةُ حَتَّى تُصْبِحَ,"If a man calls his wife to bed and she refuses for no reason and he spends the night angry with her, then the angels will curse her until the morning."
4419,وَلِلزَّوْجِ الِاسْتِمْتَاعُ بِزَوْجَتِهِ كُلَّ وَقْتٍ عَلَى أَيِّ صِفَةٍ كَانَتْ … مَا لَمْ يُشْغِلْهَا عَنْ الْفَرَائِضِ أَوْ يَضُرُّهَا فَلَيْسَ لَهُ الِاسْتِمْتَاعُ بِهَا إذَنْ لِأَنَّ ذَلِكَ لَيْسَ مِنْ الْمُعَاشَرَةِ بِالْمَعْرُوفِ وَحَيْثُ لَمْ يَشْغَلْهَا عَنْ ذَلِكَ وَلَمْ يَضُرُّهَا فَلَهُ الِاسْتِمْتَاعُ,"It is the right of a husband to enjoy his wife at any time no matter her condition… as long as he does not distract her from her obligations or harm her. In that case, he may not enjoy her since that is not living with her honorably. If he does not distract her from those duties or harm her, then he may enjoy her."
4420,خُذْ مِنْهَا وَخَلِّ سَبِيلَهَا,Take what she owes to you and let her go her way.
4421,ذهب الإمام مالك أن للزوجة أن تطلب من القاضي التفريق إذا ادعت إضرار الزوج بها إضرارا لا يستطاع معه دوام العشرة بين أمثالهما مثل ضربها أو سبها أو إيذائها بأي نوع من أنواع الايذاء الذي لا يطاق أو إكراهها على منكر من القول أو الفعل,"Imam Malik adhered to the opinion that the wife has a right to seek separation by decree of the judge if she claims that the husband has greatly harmed her such that it is not possible for them to continue in marital association. For example, he hits her, abuses her, or harms her in an intolerable way, or he forces her to commit evil in word or deed."
4422,لا يجوز مهما بلغت درجة الخلاف بين الزوجين اللجوء إلى استعمال الضرب تجاوزًا للضوابط الشرعية المقررة ومن يخالف هذا المنع يكون مسئولاً مدنيًا وجنائيًا,"It is not permissible, no matter the degree of conflict between spouses, to resort to violence in transgression of the established regulations of the law. Whoever violates this prohibition will be held civilly and criminally responsible."
4423,وَعَاشِرُوهُنَّ بِالْمَعْرُوفِ,Live with women honorably.
4424,أَكْمَلُ الْمُؤْمِنِينَ إِيمَانًا أَحْسَنُهُمْ خُلُقًا وَخِيَارُكُمْ خِيَارُكُمْ لِنِسَائِهِمْ خُلُقًا,"The most complete of the believers in faith are those with the best character, and the best of you are the best in behavior to their women."
4425,اسْتَوْصُوا بِالنِّسَاءِ,I enjoin upon you good conduct toward women.
4426,قَدْ بَيَّنَ سُبْحَانَهُ بِمَا شَرَعَهُ مِنْ الطُّرُقِ أَنَّ مَقْصُودَهُ إقَامَةُ الْعَدْلِ بَيْنَ عِبَادِهِ وَقِيَامُ النَّاسِ بِالْقِسْطِ فَأَيُّ طَرِيقٍ اُسْتُخْرِجَ بِهَا الْعَدْلُ وَالْقِسْطُ فَهِيَ مِنْ الدِّينِ وَلَيْسَتْ مُخَالِفَةً لَهُ,"Allah the Exalted has made clear in his law (sharia) that the objective is the establishment of justice between his servants and fairness among the people, so whichever path leads to justice and fairness is part of the religion and can never oppose it."
4427,فَكُلُّ مَسْأَلَةٍ خَرَجَتْ عَنْ الْعَدْلِ إلَى الْجَوْرِ وَعَنْ الرَّحْمَةِ إلَى ضِدِّهَا وَعَنْ الْمَصْلَحَةِ إلَى الْمَفْسَدَةِ وَعَنْ الْحِكْمَةِ إلَى الْبَعْثِ فَلَيْسَتْ مِنْ الشَّرِيعَةِ وَإِنْ أُدْخِلَتْ فِيهَا بِالتَّأْوِيلِ,"Every matter which abandons justice for tyranny, mercy for cruelty, benefit for corruption, and wisdom for foolishness is not a part of the Sharia even if it was introduced therein by an interpretation."
4428,وَلَكُمْ فِي الْقِصَاصِ حَيَاةٌ يَا أُولِي الْأَلْبَابِ لَعَلَّكُمْ تَتَّقُونَ,"There is for you in legal retribution saving of life, O people of understanding, that you may become righteous."
4429,القاعدة (في الفقه) الحدود تسقط بالشبهات,A principle of law states that legal punishments are suspended by doubts.
4430,ادْرَءُوا الْحُدُودَ عَنْ الْمُسْلِمِينَ مَا اسْتَطَعْتُمْ فَإِنْ كَانَ لَهُ مَخْرَجٌ فَخَلُّوا سَبِيلَهُ فَإِنَّ الْإِمَامَ أَنْ يُخْطِئَ فِي الْعَفْوِ خَيْرٌ مِنْ أَنْ يُخْطِئَ فِي الْعُقُوبَةِ,"Avoid applying legal punishment upon the Muslims if you are capable. If the criminal has a way out, then leave him to his way. Verily, it is better for the leader to make a mistake forgiving the criminal than it is for him to make a mistake punishing the innocent."
4431,وَقَدْ رُوِيَ نَحْوُ هَذَا عَنْ غَيْرِ وَاحِدٍ مِنْ أَصْحَابِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَنَّهُمْ قَالُوا مِثْلَ ذَلِكَ,"It has likewise been narrated from more than one of the companions of the Prophet, peace and blessings be upon him, that they said similar to this."
4432,ادْفَعُوا الْحُدُودَ مَا وَجَدْتُمْ لَهُ مَدْفَعًا,Avoid applying legal punishments as long as you find an excuse to avoid them.
4433,لَئِنْ أُعَطِّلُ الْحُدُودَ بِالشُّبُهَاتِ أَحَبُّ إلَيَّ مِنْ أَنْ أُقِيمَهَا فِي الشُّبُهَاتِ,That I relax the legal punishments is more beloved to me than applying them with doubts.
4434,ادْرَءُوا الْجَلْدَ وَالْقَتْلَ عَنِ الْمُسْلِمِينَ مَا اسْتَطَعْتُمْ,Avoid flogging and applying the death penalty upon Muslims as much as you can.
4435,ادْرَءُوا الْحُدُودَ عَنِ الْمُسْلِمِينَ مَا اسْتَطَعْتُمْ فَإِذَا وَجَدْتُمْ لِلْمُسْلِمِ مَخْرَجًا فَادْرَءُوا عَنْهُ فَإِنَّهُ أَنْ يَخْطَأَ حَاكِمٌ مِنْ حُكَّامِ الْمُسْلِمِينَ فِي الْعَفْوِ خَيْرٌ مِنْ أَنْ يَخْطَأَ فِي الْعُقُوبَةِ,"Avoid legal punishments upon the Muslims as much as you are able. If you find a way out for a Muslim, then leave it to him. Verily, for the judge to make a mistake pardoning the Muslims is better than to make a mistake punishing them."
4436,هَلْ حَضَرْتَ الصَّلاَةَ مَعَنَا,Were you present with us at the time of prayer?
4437,قَدْ غُفِرَ لَكَ ‏,You have been forgiven.
4438,كَانَ مَنْ مَضَى يُؤْتَى بِالسَّارِقِ فَيَقُولُ أَسَرَقْتَ قُلْ لَا وَلَا أَعْلَمُهُ إلَّا سَمَّى أَبَا بَكْرٍ وَعُمَرَ,"Those who came before would be presented with someone accused of theft and they would say, “Have you stolen? Say no.” I do not know who did so except Abu Bakr and Umar."
4439,فَمَنْ عُفِيَ لَهُ مِنْ أَخِيهِ شَيْءٌ فَاتِّبَاعٌ بِالْمَعْرُوفِ وَأَدَاءٌ إِلَيْهِ بِإِحْسَانٍ ۗ ذَٰلِكَ تَخْفِيفٌ مِّن رَّبِّكُمْ وَرَحْمَةٌ ۗ فَمَنِ اعْتَدَىٰ بَعْدَ ذَٰلِكَ فَلَهُ عَذَابٌ أَلِيمٌ,"Whoever pardons a capital crime from his brother, then it should be followed by good conduct and payment to him in the best manner. This is an alleviation from your Lord and a mercy, but whoever transgresses after that will have a painful punishment."
4440,مَا رَأَيْتُ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ رُفِعَ إِلَيْهِ شَيْءٌ فِيهِ قِصَاصٌ إِلَّا أَمَرَ فِيهِ بِالْعَفْوِ,"I never saw a case involving legal retaliation being referred to the Messenger of Allah, peace and blessings be upon him, except that he would command pardoning the criminal."
4441,اعْفُ عَنْهُ,Pardon him.
4442,خُذْ الدِّيَةَ,Take the blood money.
4443,اذْهَبْ فَاقْتُلْهُ فَإِنَّكَ مِثْلُهُ,"Go and kill him, for you are like him."
4444,فَخَلَّى سَبِيلَهُ,So the man let him go.
4445,فَإِنَّ بَابَ الْإِحْسَانِ إِلَى النَّاسِ وَالْعَفْوِ عَنْهُمْ مُقَدَّمٌ عَلَى بَابِ الْإِسَاءَةِ وَالِانْتِقَامِ,"Verily, the matter of benevolence and forgiveness towards people takes precedence over the matter of vengeance and revenge."
4446,وَالْعَفْوُ أَحَبُّ إِلَيْهِ مِنَ الِانْتِقَامِ وَالرَّحْمَةُ أَحَبُّ إِلَيْهِ مِنَ الْعُقُوبَةِ وَالْفَضْلُ أَحَبُّ إِلَيْهِ مِنَ الْعَدْلِ وَالْعَطَاءُ أَحَبُّ إِلَيْهِ مِنَ الْمَنْعِ,"Forgiveness is more beloved to Allah than vengeance, mercy is more beloved to Him than punishment, grace is more beloved to Him than justice, and giving is more beloved to Him than withholding."
4447,اللَّهُ يَنْصُرُ الدَّوْلَةَ الْعَادِلَةَ وَإِنْ كَانَتْ كَافِرَةً وَلَا يَنْصُرُ الدَّوْلَةَ الظَّالِمَةَ وَإِنْ كَانَتْ مُؤْمِنَةً,"Allah will support the just state even if it is led by unbelievers, but He will not support the oppressive state even if it is led by believers."
4448,لا تعجل يا بنيّ فإنّ الله ذمّ الخمر في القرآن مرتين وحرّمها في الثالثة وأنا أخاف أن أحمل الحق على الناس جملة فيدفعونه جملة ويكون من ذلك فتنة,"Do not make it so, my son. Verily, Allah blamed wine-drinking in the Quran twice and on the third time He made it unlawful. I fear that if I compelled people to follow the truth all at once, they would reject it all at once and that would cause a tribulation."
4449,لَمْ تُقْطَعْ يَدُ سَارِقٍ فِي عَهْدِ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي أَقَلَّ مِنْ ثَمَنِ الْمِجَنِّ حَجَفَةٍ أَوْ تُرْسٍ وَكِلَاهُمَا ذُو ثَمَنٍ,"During the time of the Messenger of Allah, peace and blessings be upon him, he would not cut off the hand of the thief who stole less than the price of a shield or coat of armor, and both of them were valuable."
4450,لَا قَطْعَ فِي ثَمَرٍ وَلَا كَثَرٍ,Do not cut the hand of one who steals fruit or steals from palm trees.
4451,لا يُقْطَعُ فِي عِذْقٍ وَلا عَامِ السَّنَةِ,Do not cut the hand of the thief who steals dates in the year of famine.
4452,لا إذا حملته الحاجة على ذلك والناس في مجاعة وشدة,"No, the hand is not cut when there is a need for that and the people are in a severe famine."
4453,اجْلِدُوهُ ضَرْبَ مِائَةِ سَوْطٍ,Strike him with the whip one hundred times.
4454,فَخُذُوا لَهُ عِثْكَالًا فِيهِ مِائَةُ شِمْرَاخٍ فَاضْرِبُوهُ ضَرْبَةً وَاحِدَةً,Then take a branch with one hundred twigs and strike him once.
4455,فَوْقَ هَذَا,Greater than this.
4456,دُونَ هَذَا,Lesser than this.
4457,أَيُّهَا النَّاسُ قَدْ آنَ لَكُمْ أَنْ تَنْتَهُوا عَنْ حُدُودِ اللَّهِ مَنْ أَصَابَ مِنْ هَذِهِ الْقَاذُورَاتِ شَيْئًا فَلْيَسْتَتِرْ بِسِتْرِ اللَّهِ فَإِنَّهُ مَنْ يُبْدِي لَنَا صَفْحَتَهُ نُقِمْ عَلَيْهِ كِتَابَ اللَّهِ,"O people, the time has now come for you to observe the limits of Allah. Whoever has had any of these ugly matters befall him should cover them up with the veil of Allah. Whoever reveals to us his sins, then we will act against him according to the Book of Allah."
4458,أَتَشْفَعُ فِي حَدٍّ مِنْ حُدُودِ اللَّهِ,Do you intercede regarding a punishment prescribed by Allah?
4459,أَيُّهَا النَّاسُ إِنَّمَا أَهْلَكَ الَّذِينَ قَبْلَكُمْ أَنَّهُمْ كَانُوا إِذَا سَرَقَ فِيهِمْ الشَّرِيفُ تَرَكُوهُ وَإِذَا سَرَقَ فِيهِمْ الضَّعِيفُ أَقَامُوا عَلَيْهِ الْحَدَّ وَايْمُ اللَّهِ لَوْ أَنَّ فَاطِمَةَ بِنْتَ مُحَمَّدٍ سَرَقَتْ لَقَطَعْتُ يَدَهَا,"O people, those who came before you were destroyed because if a person of high status committed theft among them, they would spare him, but if a person of lower status committed theft, they would apply the punishment upon him. By Allah, if Fatima the daughter of Muhammad were to steal, I would have cut off her hand."
4460,إِنَّمَا بُعِثْتُ لِأُتَمِّمَ صَالِحَ الْأَخْلَاقِ,"Verily, I have only been sent to perfect righteous character."
4461,السَّيِّدُ الْحَسَنُ الْخُلُقِ,The head of the matter is good character.
4462,الدِّينُ كُلُّهُ خُلُقٌ فَمَنْ زَادَ عَلَيْكَ فِي الْخُلُقِ زَادَ عَلَيْكَ فِي الدِّينِ,"The religion itself is entirely good character, so whoever surpasses you in character has surpassed you in religion."
4463,وَالشَّرِيعَةُ كُلُّهَا إِنَّمَا هِيَ تَخَلُّقٌ بمكارمِ الْأَخْلَاقِ,The Sharia in its entirety only creates noble morals.
4464,تَعَلَّمُوا الْعِلْمَ وَعَلِّمُوهُ النَّاسَ وَتَعَلَّمُوا لَهُ الْوَقَارَ وَالسَّكِينَةَ وَتَوَاضَعُوا لِمَنْ يُعَلِّمُكُمْ عِنْدَ الْعِلْمِ وَتَوَاضَعُوا لِمَنْ تُعَلِّمُوهُ الْعِلْمَ وَلا تَكُونُوا جَبَابِرَةَ الْعُلَمَاءِ فَلا يَقُومُ عِلْمُكُمْ بِجَهْلِكُمْ,Acquire knowledge and teach people. Learn along with it dignity and tranquility and humility for those who teach you and humility for those whom you teach. Do not be tyrannical scholars and thus base your knowledge upon your ignorance.
4465,إِنَّمَا الْعِلْمُ بِالتَّعَلُّمِ وَإِنَّمَا الْحِلْمُ بِالتَّحَلُّمِ,"Verily, knowledge only comes by learning and forbearance only comes by cultivating forbearance."
4466,وَحَقِيقَةُ الْأَدَبِ اسْتِعْمَالُ الْخُلُقِ الْجَمِيلِ وَلِهَذَا كَانَ الْأَدَبُ اسْتِخْرَاجَ مَا فِي الطَّبِيعَةِ مِنَ الْكَمَالِ مِنَ الْقُوَّةِ إِلَى الْفِعْلِ,"The reality of manners is that it results from beautiful character. Thus, manners is the externalization of the integrity and strength in one’s inward disposition into action."
4467,تَعَلَّمِ الأَدَبَ قَبْلَ أَنْ تَتَعَلَّمَ الْعِلْمَ,Learn good manners before seeking knowledge.
4468,كانت أمي تعممني وتقول لي اذهب إلى ربيعة فتعلم من أدبه قبل علمه,My mother would dress me up and say to me: Go to Sheikh Rabi’ah and learn from his manners before his knowledge.
4469,أنتم إِلَى قَلِيلٍ مِنَ الْأَدَبِ أَحْوَجُ منكم إِلَى كَثِيرٍ مِنَ الْعِلْمِ,You are in greater need of a little manners than a great deal of knowledge.
4470,طلبت الأدب ثلاثين سنة وطلبت العلم عشرين سنة وكانوا يطلبون الأدب ثم العلم,I sought manners for thirty years and I sought knowledge for twenty years. The righteous predecessors would seek manners and then seek knowledge.
4471,كَانَ الرَّجُلُ إِذَا أَرَادَ أَنْ يَكْتُبَ الْحَدِيثَ تَأَدَّبَ وَتَعَبَّدَ قَبْلَ ذَلِكَ بِعِشْرِينَ سَنَةً,"If a man intended to write the hadīth, he would study good manners and worship for twenty years before doing so."
4472,تَعَلَّمُوا الْحِلْمَ قَبْلَ الْعِلْمِ,Learn forbearance before seeking knowledge.
4473,كُنَّا نَأْتِي الْعَالِمَ فَمَا نَتَعَلَّمُ مِنْ أَدَبِهِ أَحَبُّ إِلَيْنَا مِنْ عِلْمِهِ,We would come to a scholar and what we learned from his manners was more beloved to us than his knowledge.
4474,مَا تَعَلَّمْتُ مِنْ أَدَبِ مَالِكٍ أَفْضَلَ مِنْ عِلْمِهِ,What I learned from the manners of Malik was better than his knowledge.
4475,مَا ضَلَّ قَوْمٌ بَعْدَ هُدًى كَانُوا عَلَيْهِ إِلَّا أُوتُوا الْجَدَلَ,No people go astray after being guided except that they indulge in arguments.
4476,مَا ضَرَبُوهُ لَكَ إِلَّا جَدَلًا بَلْ هُمْ قَوْمٌ خَصِمُونَ,"They strike an example for you only to argue. Rather, they are a quarrelsome people. (43:58)"
4477,الْمِرَاءُ وَالْجِدَالُ فِي الْعِلْمِ يَذْهَبُ بِنُورِ الْعِلْمِ مِنْ قَلْبِ الرَّجُلِ,Disputation and arguments about sacred knowledge cause the light of knowledge to extinguish in a man’s heart.
4478,الْمِرَاءُ فِي الْعِلْمِ يُقَسِّي الْقَلْبَ وَيُؤَثِّرُ الضَّغْنَ,Disputation about sacred knowledge causes the heart to harden and results in hatred.
4479,لَقَدْ شَهِدْتُ فِي دَارِ عَبْدِ اللَّهِ بْنِ جُدْعَانَ حِلْفًا مَا أُحِبُّ أَنَّ لِيَ بِهِ حُمْرَ النَّعَمِ وَلَوْ أُدْعَى بِهِ فِي الإِسْلامِ لأَجَبْتُ,"Certainly, I had witnessed a pact of justice in the house of Abdullah ibn Jud’an that was more beloved to me than a herd of red camels. If I were called to it now in the time of Islam, I would respond."
4480,لَقَدْ شَهِدْتُ فِي دَارِ ابْنِ جُدْعَانَ حِلْفًا لَوْ دُعِيتُ إِلَيْهِ فِي الْإِسْلَامِ لَأَجَبْتُ تَحَالَفُوا أَنْ تُرَدَّ الْفُضُولُ عَلَى أَهْلِهَا وَأَلَّا يَعُزَّ ظَالِمٌ مَظْلُومًا,"Certainly, I had witnessed a pact of justice in the house of Abdullah ibn Jud’an which, if I were called to it now in the time of Islam, I would respond. Make such alliances in order to return rights to their people, that no oppressor should have power over the oppressed."
4481,فَتَعَاقَدُوا وَتَعَاهَدُوا عَلَى أَنْ لَا يَجِدُوا بِمَكَّةَ مَظْلُومًا مِنْ أَهْلِهَا وَغَيْرِهِمْ مِمَّنْ دَخَلَهَا مِنْ سَائِرِ النَّاسِ إلَّا قَامُوا مَعَهُ وَكَانُوا عَلَى مَنْ ظَلَمَهُ حَتَّى تُرَدَّ عَلَيْهِ مَظْلِمَتُهُ,They promised and pledged that they would not find any oppressed person among their people or among anyone else who entered Mecca except that they would support him. They would stand against whoever oppressed him until the rights of the oppressed were returned.
4482,قَدْ بَيَّنَ سُبْحَانَهُ بِمَا شَرَعَهُ مِنْ الطُّرُقِ أَنَّ مَقْصُودَهُ إقَامَةُ الْعَدْلِ بَيْنَ عِبَادِهِ وَقِيَامُ النَّاسِ بِالْقِسْطِ فَأَيُّ طَرِيقٍ اُسْتُخْرِجَ بِهَا الْعَدْلُ وَالْقِسْطُ فَهِيَ مِنْ الدِّينِ وَلَيْسَتْ مُخَالِفَةً لَهُ,"Allah the Exalted has made clear in his law that the objective is the establishment of justice between His servants and fairness among the people, so whichever path leads to justice and fairness is part of the religion and can never oppose it."
4483,وَتَعَاوَنُوا عَلَى الْبِرِّ وَالتَّقْوَىٰ ۖ وَلَا تَعَاوَنُوا عَلَى الْإِثْمِ وَالْعُدْوَانِ,"Cooperate in righteousness and piety, and do not cooperate in sin and aggression."
4484,يَأْمُرُ تَعَالَى عِبَادَهُ الْمُؤْمِنِينَ بِالْمُعَاوَنَةِ عَلَى فِعْلِ الْخَيْرَاتِ وَهُوَ الْبَرُّ وَتَرْكِ الْمُنْكِرَاتِ وَهُوَ التَّقْوَى وَيَنْهَاهُمْ عَنِ التَّنَاصُرِ عَلَى الْبَاطِلِ وَالتَّعَاوُنِ عَلَى الْمَآثِمِ وَالْمَحَارِمِ,"Allah the Exalted commands his faithful servants to cooperate in good deeds, which is righteousness (birr), and to avoid evil deeds, which is piety (taqwa). He prohibits them from supporting one another in falsehood and cooperating in sinfulness and unlawfulness."
4485,قَدْ حَالَفَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بَيْنَ قُرَيْشٍ وَالْأَنْصَارِ فِي دَارِي,"The Prophet, peace and blessings be upon him, made a pact between the Quraish and the Ansar in my house."
4486,الْمَنْفِيُّ حِلْفُ التَّوَارُثِ وَمَا يَمْنَعُ مِنْهُ الشَّرْعُ وَأَمَّا التَّحَالُفُ عَلَى طَاعَةِ اللَّهِ وَنَصْرِ الْمَظْلُومِ وَالْمُؤَاخَاةِ فِي اللَّهِ تَعَالَى فَهُوَ أَمْرٌ مُرَغَّبٌ فِيهِ,"The inherited pacts and what the law prohibits have been annulled. As for a pact in obedience to Allah, supporting the oppressed, and brotherhood for the sake of Allah, then it is a matter to be desired."
